,player,position,team,Expected Points 2019/2020,Std Points 2019/2020,Lower 95% Confidence Points 2019/2020,Upper 95% Confidence Points 2019/2020,Expected Goals 2019/2020,Expected Clean Sheets 2019/2020,Expected Minutes Played 2019/2020
706,Brian Murphy,GKP,Cardiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,Rhys Healey,FWD,Cardiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,Leandro Bacuna,DEF,Cardiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Jorge Luiz Frello Filho,MID,Chelsea,104.6015,11.614848158714773,81.37180368257046,127.83119631742954,3.253,12.933,2894.5455
710,Kepa Arrizabalaga,GKP,Chelsea,128.404,13.861269205956557,100.68146158808688,156.12653841191312,0.6825,12.9345,2946.1405
711,Mateo Kovacic,MID,Chelsea,49.746,8.670495026236978,32.40500994752605,67.08699005247396,1.0425,1.937,1642.526
712,Gonzalo Higuaín,FWD,Chelsea,50.9635,14.808820606314326,21.345858787371352,80.58114121262865,4.7685,4.953,1058.828
713,Addji Keaninkin Marc-Israel Guehi,DEF,Chelsea,3.9175,4.461691803565094,0.0,12.840883607130188,0.2115,0.0445,79.7185
714,Vicente Guaita,GKP,Crystal Palace,64.256,12.916015794353951,38.423968411292094,90.0880315887079,0.353,4.911,1657.1325
715,Max Meyer,MID,Crystal Palace,42.993,8.729831098022453,25.533337803955096,60.45266219604491,1.3315,0.2985,1355.6325
716,Joe Tupper,GKP,Crystal Palace,2.1705,2.021244604198119,0.0,6.2129892083962375,0.0185,0.0245,79.761
717,Lucas Perri,GKP,Crystal Palace,2.2085,2.1009587692289515,0.0,6.410417538457903,0.017,0.029,81.3575
718,Sam Woods,DEF,Crystal Palace,3.4035,3.895341801434103,0.0,11.194183602868206,0.1525,0.0225,81.0215
719,Luke Dreher,MID,Crystal Palace,5.236,4.610889718915421,0.0,14.45777943783084,0.3085,0.0,84.14
720,Nikola Tavares,DEF,Crystal Palace,3.6765,4.1990293818929105,0.0,12.07455876378582,0.1865,0.0245,82.2725
721,Lucas Digne,DEF,Everton,142.3345,19.266229775179173,103.80204044964165,180.86695955035833,3.8325,9.4255,2740.177
722,Yerry Mina,DEF,Everton,43.655,13.517691185997705,16.61961762800459,70.69038237199541,1.208,2.681,887.4355
723,Bernard Anício Caldeira Duarte,MID,Everton,72.3365,11.118510140751741,50.09947971849652,94.57352028150348,1.633,4.6415,1987.687
724,André Filipe Tavares Gomes,MID,Everton,73.7215,12.385432481346779,48.95063503730645,98.49236496269356,1.9545,6.5205,1870.3355
725,Kieran Dowell,MID,Everton,5.2625,5.5396384132901675,0.0,16.341776826580336,0.412,0.0215,82.9925
726,Tyias Browning,DEF,Everton,3.6185,4.120067687550775,0.0,11.85863537510155,0.1855,0.0345,79.542
727,Marcus Bettinelli,GKP,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Tim Ream,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Denis Odoi,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Tom Cairney,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Kevin McDonald,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Ryan Sessegnon,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Stefan Johansen,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Floyd Ayité,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Neeskens Kebano,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Rui Pedro da Rocha Fonte,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Aboubakar Kamara,FWD,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Maxime Le Marchand,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Jean Michael Seri,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Cyrus Christie,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Fabricio Agosto Ramírez,GKP,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,André Schürrle,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,Sergio Rico,GKP,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Joe Bryan,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,André-Frank Zambo Anguissa,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Luciano Vietto,FWD,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Ibrahima Cissé,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Zeze Steven Sessegnon,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Ryan Babel,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Håvard Nordtveit,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Lazar Markovic,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Harvey Elliott,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Luca De La Torre,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Juninho Bacuna,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Erik Durm,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Adama Diakhaby,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Isaac Mbenza,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Ryan Schofield,GKP,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,Karlan Grant,FWD,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Demeaco Duhaney,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Matthew Daly,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Aaron Rowe,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Ricardo Domingos Barbosa Pereira,DEF,Leicester,136.392,18.961680727192913,98.46863854561417,174.31536145438582,2.723,8.098,2822.39
764,James Maddison,MID,Leicester,129.0785,16.8886156256219,95.3012687487562,162.85573125124378,6.5155,8.1475,2641.2295
765,Rachid Ghezzal,MID,Leicester,26.6285,7.444292293428573,11.739915413142853,41.517084586857145,1.095,0.008,744.557
766,Filip Benkovic,DEF,Leicester,3.5115,3.8483590983690523,0.0,11.208218196738105,0.1595,0.0325,80.1205
767,Çaglar Söyüncü,DEF,Leicester,17.624,8.778873731863344,0.06625253627331062,35.18174746372669,0.5845,0.622,423.3
768,Josh Knight,DEF,Leicester,3.508,3.8780067044810753,0.0,11.26401340896215,0.1645,0.0245,81.6805
769,Youri Tielemans,MID,Leicester,59.7755,16.862713297390805,26.05007340521839,93.50092659478162,3.117,3.286,1056.467
770,Fabio Henrique Tavares,MID,Liverpool,76.5475,12.073596968178114,52.40030606364377,100.69469393635623,1.912,9.1945,1893.7205
771,Naby Keita,MID,Liverpool,46.7295,10.445301802724517,25.838896394550968,67.62010360544903,2.044,2.187,1333.606
772,Alisson Ramses Becker,GKP,Liverpool,141.951,14.10937982336572,113.73224035326855,170.16975964673142,0.8055,15.169,3102.569
773,Arijanet Muric,GKP,Man City,2.409,2.4545303013000312,0.0,7.318060602600062,0.0365,0.0465,80.6175
774,Philippe Sandler,DEF,Man City,5.0665,5.562740129648337,0.0,16.191980259296674,0.3175,0.0515,83.592
775,David de Gea,GKP,Man United,127.783,13.105186416072051,101.5726271678559,153.9933728321441,0.6525,12.4025,3075.5185
776,José Diogo Dalot Teixeira,DEF,Man United,46.5995,13.42866708761519,19.742165824769618,73.45683417523038,0.859,2.8835,996.553
777,Frederico Rodrigues de Paula Santos,MID,Man United,41.2025,11.719236056586617,17.764027886826767,64.64097211317323,1.5345,2.65,1019.0285
778,Angel Gomes,MID,Man United,6.5775,4.892851290403173,0.0,16.363202580806345,0.3775,0.0,103.0645
779,James Garner,MID,Man United,5.8605,5.2585206807618405,0.0,16.377541361523683,0.3775,0.0,83.585
780,Tahith Chong,MID,Man United,7.126,5.444090741345114,0.0,18.01418148269023,0.437,0.0,114.7035
781,Mason Greenwood,FWD,Man United,9.0075,5.288803621803326,0.0,19.58510724360665,0.5095,0.0005,184.428
782,Fabian Schär,DEF,Newcastle,97.85,19.865510313103027,58.11897937379394,137.58102062620605,3.304,6.5335,1876.3545
783,Yoshinori Muto,FWD,Newcastle,22.562,5.840304444119327,10.881391111761348,34.24260888823866,0.762,0.0,545.105
784,Jamie Sterry,DEF,Newcastle,3.1615,3.430366999316515,0.0,10.02223399863303,0.129,0.022,80.4325
785,Sean Longstaff,MID,Newcastle,33.539,12.46765731803694,8.603685363926122,58.474314636073885,1.55,2.4495,701.682
786,Frederick Woodman,GKP,Newcastle,2.2165,2.0597640034722406,0.0,6.336028006944481,0.018,0.0315,81.7875
787,Callum Roberts,MID,Newcastle,4.688,4.881562864493288,0.0,14.451125728986575,0.334,0.0315,82.7925
788,Miguel Almirón,MID,Newcastle,35.019,11.930575803371829,11.15784839325634,58.88015160674365,1.0875,2.681,766.422
789,Antonio Barreca,DEF,Newcastle,3.9235,3.3781130457697746,0.0,10.67972609153955,0.132,0.0,86.2045
790,Kelland Watts,MID,Newcastle,4.51,4.801343561962635,0.0,14.11268712392527,0.3335,0.033,79.8975
791,Lewis Cass,DEF,Newcastle,3.181,3.579698171634037,0.0,10.340396343268074,0.1245,0.0265,80.924
792,Stuart Armstrong,MID,Southampton,48.2935,10.271580099965107,27.75033980006979,68.83666019993021,2.1055,0.3465,1370.82
793,Mohamed Elyounoussi,MID,Southampton,23.674,7.04249416045194,9.589011679096119,37.75898832090388,0.776,0.198,792.287
794,Angus Gunn,GKP,Southampton,40.614,11.10022540311682,18.413549193766357,62.81445080623364,0.2365,2.928,1055.0705
795,Jannik Vestergaard,DEF,Southampton,75.231,14.567108120694412,46.09678375861117,104.36521624138882,1.154,4.9435,1873.3525
796,Yan Valery,DEF,Southampton,76.915,16.226637821803983,44.46172435639204,109.36827564360797,1.9395,4.376,1626.358
797,Tyreke Johnson,MID,Southampton,4.871,4.232181352446977,0.0,13.335362704893955,0.2615,0.0,82.8015
798,Kayne Ramsay,DEF,Southampton,7.4855,6.3344920672458045,0.0,20.15448413449161,0.252,0.2845,164.803
799,Callum Slattery,MID,Southampton,8.464,4.997269654521412,0.0,18.458539309042827,0.3695,0.0005,179.076
800,Sam Gallagher,FWD,Southampton,7.094,3.9016873272982786,0.0,14.897374654596558,0.2445,0.0,108.801
801,Alfie Jones,DEF,Southampton,3.383,3.800698751545586,0.0,10.984397503091172,0.151,0.03,81.5275
802,Luke Amos,MID,Tottenham,6.2205,5.467895367506562,0.0,17.156290735013123,0.438,0.0,84.2895
803,Oliver Skipp,MID,Tottenham,13.439,5.943675546326511,1.5516489073469781,25.32635109265302,0.5405,0.0,273.65
804,Timothy Eyoma,DEF,Tottenham,4.1055,4.816987621947964,0.0,13.739475243895928,0.235,0.0355,79.665
805,George Marsh,MID,Tottenham,6.1345,6.4082298452848825,0.0,18.950959690569764,0.5015,0.0335,80.077
806,Pontus Dahlberg,GKP,Watford,2.199,1.9960959395780569,0.0,6.191191879156113,0.0175,0.026,81.5685
807,Marc Navarro,DEF,Watford,6.1795,4.749871550894833,0.0,15.679243101789666,0.2715,0.0185,158.0915
808,Adam Masina,DEF,Watford,44.765,13.049972222192656,18.66505555561469,70.86494444438532,0.8065,2.4015,994.753
809,Ken Sema,MID,Watford,27.7315,8.333691123985817,11.064117752028366,44.398882247971635,1.142,0.049,755.605
810,Isaac Success Ajayi,FWD,Watford,36.107,5.596029932014224,24.914940135971552,47.29905986402845,0.886,0.0,1015.8735
811,Ben Wilmot,DEF,Watford,4.26,3.747052174710127,0.0,11.754104349420253,0.166,0.005,103.3225
812,Adalberto Peñaranda,FWD,Watford,4.5825,4.664353518977726,0.0,13.911207037955451,0.389,0.018,81.9125
813,Ryan Fredericks,DEF,West Ham,47.536,13.365878347493688,20.804243305012626,74.26775669498738,1.2995,2.324,1068.2035
814,Issa Diop,DEF,West Ham,106.4635,14.466639822363735,77.53022035527252,135.39677964472747,1.901,6.5815,2706.314
815,Andriy Yarmolenko,MID,West Ham,21.9485,9.518867986793387,2.9107640264132257,40.98623597358677,1.514,0.1375,497.479
816,Fabián Balbuena,DEF,West Ham,77.647,15.210239675955135,47.22652064808973,108.06747935191028,1.7525,4.571,1874.3975
817,Felipe Anderson Pereira Gomes,MID,West Ham,133.831,17.65263263652194,98.5257347269561,169.13626527304388,7.88,7.1235,2814.606
818,Carlos Sánchez,MID,West Ham,12.316,5.920907362896334,0.4741852742073327,24.15781472579267,0.5415,0.001,295.835
819,Joe Powell,MID,West Ham,5.1175,5.360568416688653,0.0,15.838636833377306,0.377,0.0205,83.01
820,Conor Coventry,MID,West Ham,4.9495,5.226083595772239,0.0,15.401667191544476,0.3605,0.0235,81.9375
821,Alexandre Nascimento Costa Silva,FWD,West Ham,5.18,4.257417057324778,0.0,13.694834114649556,0.3455,0.0,97.3525
822,Samir Nasri,MID,West Ham,13.823,7.566086901430614,0.0,28.95517380286123,0.649,0.061,300.1465
823,Nathan Holland,MID,West Ham,4.9365,5.196197431776382,0.0,15.328894863552765,0.373,0.023,80.7775
824,John Ruddy,GKP,Wolves,5.8185,4.513043069814419,0.0,14.844586139628838,0.0365,0.386,160.7315
825,Will Norris,GKP,Wolves,2.9145,1.980199421775504,0.0,6.874898843551008,0.024,0.0,82.234
826,Willy Boly,DEF,Wolves,141.6515,18.309916650547624,105.03166669890476,178.27133330109524,4.075,10.6605,2901.356
827,Barry Douglas,DEF,Wolves,3.4765,3.9769897850007263,0.0,11.430479570001452,0.165,0.0335,79.8995
828,Matt Doherty,DEF,Wolves,157.242,19.578826216093777,118.08434756781244,196.39965243218754,3.9535,10.8695,2891.825
829,Romain Saïss,DEF,Wolves,48.4935,13.409547261186699,21.6744054776266,75.31259452237339,1.6475,2.3485,1117.7015
830,Ryan Bennett,DEF,Wolves,123.197,16.374284442381043,90.44843111523792,155.94556888476208,2.0,10.1015,2778.545
831,Danny Batth,DEF,Wolves,3.462,3.8643959424468957,0.0,11.190791884893791,0.1545,0.0275,82.19
832,Roderick Jefferson Gonçalves Miranda,DEF,Wolves,3.5795,4.069972942170535,0.0,11.71944588434107,0.161,0.0345,82.718
833,Conor Coady,DEF,Wolves,128.736,14.321148836598256,100.09370232680348,157.3782976731965,1.382,10.9835,3072.5885
834,Rúben Gonçalo Silva Nascimento Vinagre,DEF,Wolves,23.382,6.663563311022108,10.054873377955785,36.70912662204422,0.578,0.0075,717.7695
835,Diogo Jota,MID,Wolves,121.377,18.831247197145487,83.71450560570902,159.03949439429095,7.081,8.0225,2210.7075
836,Rúben Diogo da Silva Neves,MID,Wolves,112.6135,14.45355035103833,83.70639929792334,141.52060070207665,4.7915,10.1025,2753.1685
837,Ivan Cavaleiro,MID,Wolves,32.15,8.122468836505346,15.905062326989306,48.39493767301069,1.4225,0.0,690.3545
838,Hélder Costa,MID,Wolves,42.4615,9.494078035807348,23.473343928385304,61.4496560716147,1.466,1.0825,1291.477
839,Bright Enobakhare,MID,Wolves,4.9515,5.2752391178030775,0.0,15.501978235606156,0.3835,0.0385,81.6695
840,Raúl Jiménez,FWD,Wolves,145.383,18.480105816796627,108.42278836640676,182.34321163359326,11.544,10.823,2869.644
841,Bonatini Lohner Maia Bonatini,FWD,Wolves,12.0155,4.757968027425145,2.49956394514971,21.53143605485029,0.348,0.0,199.9565
842,Morgan Gibbs-White,MID,Wolves,30.8615,5.365008643981846,20.13148271203631,41.59151728796369,0.46,0.0,668.6055
843,Rafa Mir,FWD,Wolves,4.584,4.644668341227395,0.0,13.87333668245479,0.3805,0.0275,81.2565
844,Rui Pedro dos Santos Patrício,GKP,Wolves,117.9255,12.975590535694336,91.97431892861132,143.87668107138867,0.5175,10.6615,2992.203
845,João Filipe Iria Santos Moutinho,MID,Wolves,116.1905,12.052560298542382,92.08537940291524,140.29562059708476,2.185,10.872,2810.6085
846,Jonathan Castro Otto,DEF,Wolves,124.286,17.304282822469162,89.67743435506168,158.89456564493833,1.8595,9.7735,2570.0595
847,Adama Traoré,MID,Wolves,35.833,6.35217372243549,23.12865255512902,48.537347444870974,0.881,0.0,880.2095
848,Leander Dendoncker,MID,Wolves,59.288,13.577409767698736,32.133180464602525,86.44281953539746,2.5315,5.36,1404.0065
849,Kortney Hause,DEF,Wolves,3.5805,3.9669282511786883,0.0,11.514356502357376,0.158,0.0375,82.9985
850,Ryan John Giles,MID,Wolves,4.867,5.0313329247824665,0.0,14.929665849564934,0.3675,0.0305,81.4675
851,Max Kilman,DEF,Wolves,3.9585,3.451054585195673,0.0,10.860609170391346,0.14,0.0,80.984
852,Cameron John,DEF,Wolves,3.5845,3.9848286976983,0.0,11.554157395396599,0.181,0.032,82.307
